Publication_Name,Country,Website,Google_Search,Isr_Cov_Actual
El Mercurio,Chile,https://www.elmercurio.com,https://www.google.com/search?q=site:https://www.elmercurio.com+Israel,
La Nacion,Chile,https://lanacion.cl,https://www.google.com/search?q=site:https://lanacion.cl+Israel,
La Tercera,Chile,https://www.latercera.com,https://www.google.com/search?q=site:https://www.latercera.com+Israel,
