Publication_Name,Country,Website,Google_Search,Isr_Cov_Actual
Mmegi,Botswana,https://www.mmegi.bw,https://www.google.com/search?q=site:https://www.mmegi.bw+Israel,
Sunday Standard,Botswana,https://www.sundaystandard.info,https://www.google.com/search?q=site:https://www.sundaystandard.info+Israel,
