Publication_Name,Country,Website,Google_Search,Isr_Cov_Actual
B92,Serbia,https://www.b92.net,https://www.google.com/search?q=site:https://www.b92.net+Israel,
Balkan Insight,Serbia,https://balkaninsight.com,https://www.google.com/search?q=site:https://balkaninsight.com+Israel,
Blic,Serbia,https://www.blic.rs,https://www.google.com/search?q=site:https://www.blic.rs+Israel,
Ekspres,Serbia,https://www.ekspres.net,https://www.google.com/search?q=site:https://www.ekspres.net+Israel,
